source_id,layer,jurisdiction,path,doc_type,title,source_org,authority_level,publish_date,effective_date,status,url,snapshot_path,usage_priority,notes,module,category,usage,binding_force,authority,publisher,suitable_for,report_usage,summary,knowledge_url,origin_path
JP-REG-003,legal_rules,jp,all,administrative_regulation,日本个人信息保护法实施令（2021年政令第311号）,日本内阁,official,2021-08-18,2022-04-01,effective,https://www.ppc.go.jp/personalinfo/legal/,,P1,个人信息保护法政令,intl-jp,行政法规,审查基准,mandatory,high,日本内阁,合规操作,可直接引用条文号,日本个人信息保护法实施令，规定义务免除门槛和特殊处理条件。,/knowledge/sources/JP-REG-003,
JP-GUIDE-004,legal_rules,jp,all,guideline,日本个人信息保护法通则指南（2022年修订）,日本个人信息保护委员会,guidance,2022-04-01,2022-04-01,effective,https://www.ppc.go.jp/personalinfo/legal/,,P2,日本PPC权威解释指南,intl-jp,指导文件,解释参考,recommended,medium,日本个人信息保护委员会,条文解释、合规建议,参考引用,日本个人信息保护委员会发布的通则解释指南，提供条文权威解读和FAQ。,/knowledge/sources/JP-GUIDE-004,
JP-GUIDE-005,legal_rules,jp,all,guideline,日本个人信息保护法境外提供指南（2022年修订）,日本个人信息保护委员会,guidance,2022-04-01,2022-04-01,effective,https://www.ppc.go.jp/personalinfo/legal/,,P1,日本跨境传输专项指南,intl-jp,指导文件,跨境传输审查参考,recommended,medium,日本个人信息保护委员会,跨境传输合规判断,参考引用,专门针对个人信息境外第三方提供的权威解读，含充分性认定国家列表和标准合同条款说明。,/knowledge/sources/JP-GUIDE-005,
JP-GUIDE-006,legal_rules,jp,all,guideline,日本个人信息保护法第三方提供记录指南（2022年修订）,日本个人信息保护委员会,guidance,2022-04-01,2022-04-01,effective,https://www.ppc.go.jp/personalinfo/legal/,,P2,第三方提供记录义务指南,intl-jp,指导文件,合规操作参考,recommended,medium,日本个人信息保护委员会,记录留存义务合规,参考引用,规定向第三方提供个人信息时的记录义务内容格式和保存要求。,/knowledge/sources/JP-GUIDE-006,
JP-GUIDE-007,legal_rules,jp,all,guideline,日本个人信息保护法匿名加工信息指南（2022年修订）,日本个人信息保护委员会,guidance,2022-04-01,2022-04-01,effective,https://www.ppc.go.jp/personalinfo/legal/,,P2,匿名化处理规范指南,intl-jp,指导文件,匿名化技术参考,recommended,medium,日本个人信息保护委员会,匿名化处理合规,参考引用,规定匿名加工信息的认定标准、加工方法要求和公开义务。,/knowledge/sources/JP-GUIDE-007,
JP-LAW-008,legal_rules,jp,all,law,日本电气通信事业法（2024年修订版）,日本总务省,official,2024-06-12,2024-12-01,effective,https://www.soumu.go.jp/main_sosiki/joho_tsusin/,,P2,日本电信数据处理规则,intl-jp,核心法律,通信数据合规审查,mandatory,high,日本国会,电信运营商数据合规,可直接引用条文号,日本电气通信事业法，规定电信运营商对通信信息的处理、保护和披露义务。,/knowledge/sources/JP-LAW-008,
JP-LAW-009,legal_rules,jp,all,law,日本重要经济安保信息保护与利用法（2024年）,日本内阁府,official,2024-05-10,2025-05-15,effective,https://www.cao.go.jp/,,P2,日本经济安全保障信息保护新法,intl-jp,核心法律,国家安全相关数据审查,mandatory,high,日本国会,经济安全保障数据合规,可直接引用条文号,日本2024年重要经济安保信息保护与利用法，建立经济安全保障视角下的机密信息制度。,/knowledge/sources/JP-LAW-009,
KR-LAW-001,legal_rules,kr,all,law,韩国个人信息保护法（2024年修订版）,韩国个人信息保护委员会,official,2024-03-15,2024-09-15,effective,https://www.pipc.go.kr/,,P1,韩国核心个人信息保护法,intl-kr,核心法律,审查基准,mandatory,high,韩国国会,路径判断、合规审查,可直接引用条文号,韩国2024年修订版个人信息保护法，对齐GDPR强化数据主体权利和跨境传输标准合同条款制度。,/knowledge/sources/KR-LAW-001,
KR-REG-002,legal_rules,kr,all,administrative_regulation,韩国个人信息保护法施行令（2024年修订版）,韩国个人信息保护委员会,official,2024-09-12,2024-09-15,effective,https://www.pipc.go.kr/,,P1,个人信息保护法配套总统令,intl-kr,行政法规,审查基准,mandatory,high,韩国政府,合规操作,可直接引用条文号,韩国个人信息保护法施行令，细化数据主体权利行使程序和跨境传输合同条款细节。,/knowledge/sources/KR-REG-002,
KR-GUIDE-003,legal_rules,kr,all,guideline,韩国个人信息跨境传输指南（2024年）,韩国个人信息保护委员会,guidance,2024-09-15,2024-09-15,effective,https://www.pipc.go.kr/,,P1,韩国跨境传输机制权威指南,intl-kr,指导文件,跨境传输合规参考,recommended,medium,韩国个人信息保护委员会,跨境传输路径判断,参考引用,韩国PIPC发布的跨境传输指南，说明充分性认定、SCC和BCR三条路径的适用条件和操作流程。,/knowledge/sources/KR-GUIDE-003,
KR-GUIDE-004,legal_rules,kr,all,guideline,韩国个人信息处理指南（2024年）,韩国个人信息保护委员会,guidance,2024-10-01,2024-10-01,effective,https://www.pipc.go.kr/,,P2,个人信息处理全流程指南,intl-kr,指导文件,合规操作参考,recommended,medium,韩国个人信息保护委员会,数据处理全流程合规,参考引用,韩国PIPC发布的个人信息处理全流程指南，含收集、利用、提供、破弃各环节操作规范。,/knowledge/sources/KR-GUIDE-004,
KR-GUIDE-005,legal_rules,kr,all,guideline,韩国移动App个人信息保护指南（2024年）,韩国个人信息保护委员会,guidance,2024-06-01,2024-06-01,effective,https://www.pipc.go.kr/,,P2,移动应用个人信息专项指南,intl-kr,指导文件,移动端合规参考,recommended,medium,韩国个人信息保护委员会,移动应用个人信息合规,参考引用,针对移动应用服务提供者的个人信息保护专项指南，含权限管理和隐私政策要求。,/knowledge/sources/KR-GUIDE-005,
KR-GUIDE-006,legal_rules,kr,all,guideline,韩国儿童个人信息保护指南（2024年）,韩国个人信息保护委员会,guidance,2024-06-01,2024-06-01,effective,https://www.pipc.go.kr/,,P2,14岁以下儿童数据专项指南,intl-kr,指导文件,儿童数据合规参考,recommended,medium,韩国个人信息保护委员会,儿童个人信息合规,参考引用,针对14岁以下儿童个人信息处理的专项指南，含法定代理人同意机制和最小收集原则。,/knowledge/sources/KR-GUIDE-006,
KR-LAW-007,legal_rules,kr,all,law,韩国网络利用促进与信息保护法（2024年修订版）,韩国科学技术信息通信部,official,2024-01-23,2024-07-24,effective,https://www.msit.go.kr/,,P2,韩国网络信息服务专项法,intl-kr,核心法律,网络服务合规审查,mandatory,high,韩国国会,网络信息服务数据合规,可直接引用条文号,韩国信息通信网络法，规定网络信息服务提供者的个人信息保护、青少年保护和网络安全义务。,/knowledge/sources/KR-LAW-007,
HK-LAW-001,legal_rules,hk,all,law,香港个人资料（私隐）条例（第486章，2021年修订版）,香港个人资料私隐专员公署,official,2021-10-05,2021-10-05,effective,https://www.elegislation.gov.hk/hk/cap486,,P1,香港核心个人资料保护法,intl-hk,核心法律,审查基准,mandatory,high,香港立法会,路径判断、合规审查,可直接引用条文号,香港个人资料（私隐）条例，规定个人资料的收集、持有、处理和使用的六项保障资料原则，2021年新增违规转移资料刑事罪行。,/knowledge/sources/HK-LAW-001,
HK-GUIDE-002,legal_rules,hk,all,guideline,香港跨境资料转移（第六项保障资料原则）指引,香港个人资料私隐专员公署,guidance,2014-12-01,2014-12-01,effective,https://www.pcpd.org.hk/,,P1,香港跨境传输核心指引,intl-hk,指导文件,跨境传输合规参考,recommended,medium,香港个人资料私隐专员公署,跨境传输路径判断,参考引用,香港PCPD关于保障资料第六原则（限制转移）的官方指引，说明跨境转移资料的合法条件和合同保护安排。,/knowledge/sources/HK-GUIDE-002,
HK-GUIDE-003,legal_rules,hk,all,guideline,香港建议示范合同条款（2022年）,香港个人资料私隐专员公署,guidance,2022-11-01,2022-11-01,effective,https://www.pcpd.org.hk/,,P2,香港跨境传输示范合同条款,intl-hk,指导文件,合同模板参考,recommended,medium,香港个人资料私隐专员公署,跨境传输合同起草,参考引用,香港PCPD提供的跨境资料转移建议示范合同条款，含数据出口方和进口方的权利义务标准条款。,/knowledge/sources/HK-GUIDE-003,
HK-GUIDE-004,legal_rules,hk,all,guideline,香港资料泄露事故处理指引（2022年）,香港个人资料私隐专员公署,guidance,2022-01-01,2022-01-01,effective,https://www.pcpd.org.hk/,,P2,香港数据泄露响应指引,intl-hk,指导文件,数据泄露应急参考,recommended,medium,香港个人资料私隐专员公署,数据泄露事件处理,参考引用,香港PCPD发布的资料泄露事故处理指引，含通知触发条件、通知内容和事后补救措施建议。,/knowledge/sources/HK-GUIDE-004,
HK-GUIDE-005,legal_rules,hk,all,guideline,香港使用人工智能处理个人资料的实务守则（2024年）,香港个人资料私隐专员公署,guidance,2024-06-01,2024-06-01,effective,https://www.pcpd.org.hk/,,P2,香港AI个人资料处理指引,intl-hk,指导文件,AI合规参考,recommended,medium,香港个人资料私隐专员公署,AI系统个人资料合规,参考引用,香港PCPD针对AI系统使用个人资料的实务守则，含AI系统生命周期各阶段的隐私保护要求。,/knowledge/sources/HK-GUIDE-005,
HK-LAW-006,legal_rules,hk,all,law,香港保护关键基础设施（电脑系统）条例（2024年）,香港保安局,official,2024-03-19,2025-03-01,effective,https://www.elegislation.gov.hk/,,P1,香港关键基础设施网络安全保护基本法,intl-hk,核心法律,关键基础设施合规审查,mandatory,high,香港立法会,关键基础设施运营商合规,可直接引用条文号,香港PCSO，规定关键基础设施运营商的安全管理、事件报告和应急响应义务。,/knowledge/sources/HK-LAW-006,
HK-GUIDE-007,legal_rules,hk,all,guideline,香港PCSO关键基础设施运营商合规指引（2025年）,香港保安局,guidance,2025-03-01,2025-03-01,effective,https://www.sb.gov.hk/,,P2,香港PCSO配套操作指引,intl-hk,指导文件,关键基础设施合规操作参考,recommended,medium,香港保安局,关键基础设施运营商合规,参考引用,香港PCSO关键基础设施运营商合规指引，含安全管理计划模板和事件报告流程。,/knowledge/sources/HK-GUIDE-007,
MO-LAW-001,legal_rules,mo,all,law,澳门个人资料保护法（第8/2005号法律，2024年修订版）,澳门个人资料保护办公室,official,2024-07-01,2024-07-01,effective,https://bo.io.gov.mo/,,P1,澳门核心个人资料保护法,intl-mo,核心法律,审查基准,mandatory,high,澳门立法会,路径判断、合规审查,可直接引用条文号,澳门个人资料保护法，基于欧洲数据保护指令建立个人资料保护基本框架，2024年修订强化数据主体权利和跨境传输规定。,/knowledge/sources/MO-LAW-001,
MO-GUIDE-002,legal_rules,mo,all,guideline,澳门个人资料跨境转移指引（2024年）,澳门个人资料保护办公室,guidance,2024-08-01,2024-08-01,effective,https://www.gpdp.gov.mo/,,P2,澳门跨境传输操作指引,intl-mo,指导文件,跨境传输合规参考,recommended,medium,澳门个人资料保护办公室,跨境传输路径判断,参考引用,澳门GPDP发布的跨境个人资料转移指引，含充分保护水平认定和合同保护安排要求。,/knowledge/sources/MO-GUIDE-002,
MO-LAW-003,legal_rules,mo,all,law,澳门网络安全法（第3/2019号法律）,澳门立法会,official,2019-04-15,2019-10-15,effective,https://bo.io.gov.mo/,,P2,澳门网络安全基本法,intl-mo,核心法律,网络安全合规审查,mandatory,high,澳门立法会,关键基础设施及网络安全合规,可直接引用条文号,澳门网络安全法，规定关键基础设施运营者、公共当局和关键信息基础设施的网络安全义务和事件报告制度。,/knowledge/sources/MO-LAW-003,
TW-LAW-001,legal_rules,tw,all,law,台湾个人资料保护法（2023年修订版）,台湾个人资料保护委员会,official,2023-05-26,2023-05-26,effective,https://law.moj.gov.tw/LawClass/LawAll.aspx?PCode=I0050021,,P1,台湾核心个人资料保护法,intl-tw,核心法律,审查基准,mandatory,high,台湾立法院,路径判断、合规审查,可直接引用条文号,台湾个人资料保护法2023年修订版，建立独立监管机构并强化数据主体权利和跨境传输管制。,/knowledge/sources/TW-LAW-001,
TW-REG-002,legal_rules,tw,all,administrative_regulation,台湾个人资料保护法施行细则（2023年修订版）,台湾法务部,official,2023-07-31,2023-07-31,effective,https://law.moj.gov.tw/,,P1,台湾个资法配套施行细则,intl-tw,行政法规,审查基准,mandatory,high,台湾法务部,合规操作,可直接引用条文号,台湾个资法施行细则，细化个人资料定义、当事人权利行使程序和安全维护措施要求。,/knowledge/sources/TW-REG-002,
TW-REG-003,legal_rules,tw,all,administrative_regulation,台湾个人资料保护法之特定目的及个人资料之类别（2023年修订版）,台湾法务部,official,2023-07-31,2023-07-31,effective,https://law.moj.gov.tw/,,P2,台湾个资法特定目的和类别编码表,intl-tw,行政法规,数据分类参考,mandatory,high,台湾法务部,数据目的和类别合规标注,可直接引用条文号,台湾个资法指定的特定目的代码（001-182）和个人资料类别代码（C001-C211）权威对照表。,/knowledge/sources/TW-REG-003,
TW-LAW-004,legal_rules,tw,all,law,台湾资通安全管理法（2021年修订版）,台湾数位部,official,2021-06-09,2022-01-01,effective,https://law.moj.gov.tw/LawClass/LawAll.aspx?PCode=A0030297,,P1,台湾政府机关网络安全基本法,intl-tw,核心法律,网络安全合规审查,mandatory,high,台湾立法院,政府机关及关键基础设施安全合规,可直接引用条文号,台湾资通安全管理法，规定政府机关和特定非政府机关的资安管理义务、事件通报和稽核制度。,/knowledge/sources/TW-LAW-004,
TW-REG-005,legal_rules,tw,all,administrative_regulation,台湾资通安全管理法施行细则（2022年版）,台湾数位部,official,2022-01-01,2022-01-01,effective,https://law.moj.gov.tw/,,P2,资通安全管理法配套施行细则,intl-tw,行政法规,网络安全合规操作参考,mandatory,high,台湾数位部,资安管理体系建设,可直接引用条文号,台湾资通安全管理法施行细则，细化资安等级分级标准、稽核频率和事件通报时限。,/knowledge/sources/TW-REG-005,
MY-LAW-001,legal_rules,my,all,law,马来西亚个人数据保护法 2010（2023年修订版）,马来西亚个人数据保护局,official,2023-10-17,2024-01-01,effective,https://pdp.com.my/,,P1,马来西亚核心个人数据保护法,intl-my,核心法律,审查基准,mandatory,high,马来西亚国会,路径判断、合规审查,可直接引用条文号,马来西亚个人数据保护法2023修订版，强化数据主体权利，引入强制数据泄露通知和数据保护官制度。,/knowledge/sources/MY-LAW-001,
MY-LAW-002,legal_rules,my,all,law,马来西亚个人数据保护（修订）法 2024,马来西亚个人数据保护局,official,2024-10-31,2025-01-01,effective,https://pdp.com.my/,,P1,马来西亚PDPA 2024修订，引入DPO强制要求,intl-my,核心法律,审查基准,mandatory,high,马来西亚国会,路径判断、DPO合规,可直接引用条文号,马来西亚2024年PDPA修订法，强制要求指定数据保护官（DPO），明确数据泄露72小时通知义务。,/knowledge/sources/MY-LAW-002,
MY-REG-003,legal_rules,my,all,administrative_regulation,马来西亚个人数据保护标准 2015,马来西亚个人数据保护局,official,2015-11-17,2016-05-01,effective,https://pdp.com.my/,,P2,马来西亚PDPA配套技术标准,intl-my,行政法规,合规技术参考,mandatory,high,马来西亚个人数据保护局,数据安全技术合规,可直接引用条文号,马来西亚个人数据保护标准，规定个人数据处理和安全的技术最低标准要求。,/knowledge/sources/MY-REG-003,
MY-REG-004,legal_rules,my,all,administrative_regulation,马来西亚个人数据保护条例（注册）2013,马来西亚个人数据保护局,official,2013-11-07,2013-11-15,effective,https://pdp.com.my/,,P2,数据处理者注册制度条例,intl-my,行政法规,合规操作参考,mandatory,high,马来西亚个人数据保护局,数据处理者注册合规,可直接引用条文号,马来西亚个人数据保护注册条例，规定适用行业数据处理者的强制注册义务和程序。,/knowledge/sources/MY-REG-004,
MY-REG-005,legal_rules,my,all,administrative_regulation,马来西亚个人数据保护条例（豁免）2023,马来西亚个人数据保护局,official,2023-10-17,2024-01-01,effective,https://pdp.com.my/,,P2,PDPA豁免情形配套条例,intl-my,行政法规,豁免情形判断,mandatory,high,马来西亚个人数据保护局,数据处理豁免情形判断,可直接引用条文号,规定马来西亚PDPA适用豁免的具体情形，包括家庭用途、新闻、研究和政府行为等。,/knowledge/sources/MY-REG-005,
MY-LAW-006,legal_rules,my,all,law,马来西亚网络安全法 2024,马来西亚国家网络安全局,official,2024-06-26,2025-01-01,effective,https://nacsa.gov.my/,,P1,马来西亚网络安全基本法,intl-my,核心法律,审查基准,mandatory,high,马来西亚国会,关键基础设施及网络安全合规,可直接引用条文号,马来西亚2024年网络安全法，建立国家网络安全框架，规定关键信息基础设施保护义务和网络安全事件强制报告制度。,/knowledge/sources/MY-LAW-006,
MY-REG-007,legal_rules,my,all,administrative_regulation,马来西亚网络安全法国家关键信息基础设施条例 2024,马来西亚国家网络安全局,official,2024-12-01,2025-01-01,effective,https://nacsa.gov.my/,,P2,马来西亚NCII认定和保护配套条例,intl-my,行政法规,关键基础设施合规操作参考,mandatory,high,马来西亚国家网络安全局,NCII运营商认定和合规,可直接引用条文号,规定马来西亚国家关键信息基础设施（NCII）的认定标准、安全管理要求和事件通报流程。,/knowledge/sources/MY-REG-007,
MY-REG-008,legal_rules,my,all,administrative_regulation,马来西亚网络安全法网络安全服务提供者条例 2024,马来西亚国家网络安全局,official,2024-12-01,2025-01-01,effective,https://nacsa.gov.my/,,P2,马来西亚网络安全服务提供者许可制度,intl-my,行政法规,网络安全服务合规参考,mandatory,high,马来西亚国家网络安全局,网络安全服务提供者许可合规,可直接引用条文号,规定马来西亚网络安全服务提供者的许可证申请资格、服务范围和持续合规义务。,/knowledge/sources/MY-REG-008,
